comparison,objective,training_seed,repeat_index,class_label,stratum_match_index,off_cell,on_cell,off_dataset_index,on_dataset_index,off_ln_margin,on_ln_margin,absolute_ln_margin_distance,caliper_ln_margin,delta_ln_margin,delta_ln_gradient,delta_ln_linearized_distance,delta_ln_distance_from_margin_minus_gradient,identity_residual,complete_case_delta_ln_pga_attack_l2,delta_ln_semantic_spectral_norm
R1_minus_R0,reconstruction,2026,0,2,6,R0,R1,6939,3721,1.6927536966054306,1.6888364330776309,0.0039172635277997525,0.1921292795916792,-0.0039172635277997525,-0.0709094185866661,0.06699212136108945,0.06699215505886635,-3.369777690220843e-08,0.5171466485689395,-0.06744438831428833
R1_minus_R0,reconstruction,2026,0,2,7,R0,R1,2321,813,1.5712812996731749,1.5672957377837422,0.003985561889432665,0.1921292795916792,-0.003985561889432665,0.12649118810302262,-0.130476775576568,-0.1304767499924553,-2.5584112717247365e-08,-0.2958854112535146,-0.07520333008043867
R1_minus_R0,reconstruction,2026,0,2,8,R0,R1,9397,1825,1.8840935757462753,1.8799781112700666,0.004115464476208697,0.1921292795916792,-0.004115464476208697,-0.7343663509164335,0.7302507879059356,0.7302508864402248,-9.853428928341401e-08,0.2856755264420293,-0.8167312749002846
R1_minus_R0,reconstruction,2026,0,2,9,R0,R1,5344,1876,1.1637013455461458,1.1580324614446584,0.005668884101487359,0.1921292795916792,-0.005668884101487359,0.050122774274973914,-0.05579167442165911,-0.05579165837646127,-1.604519783704461e-08,0.4068232520044613,-0.07566324811295243
R1_minus_R0,reconstruction,2026,0,2,10,R0,R1,2303,9893,0.5537383571930825,0.5602014449135398,0.006463087720457339,0.1921292795916792,0.006463087720457339,0.2710483759359432,-0.264585261131389,-0.2645852882154859,2.7084096854146367e-08,0.004666089584791549,0.3266962967192823
R1_minus_R0,reconstruction,2026,0,2,11,R0,R1,9503,1251,0.6572443975355379,0.650602285788568,0.006642111746969825,0.1921292795916792,-0.006642111746969825,-0.4793224181994433,0.4726803246328122,0.4726803064524735,1.8180338678952523e-08,0.40481967591109824,-0.43603122582919035
R1_minus_R0,reconstruction,2026,0,2,12,R0,R1,5453,4157,2.303008053460413,2.29508029101011,0.007927762450303355,0.1921292795916792,-0.007927762450303355,-1.8775409771019602,1.8696132573155462,1.8696132146516569,4.2663889310290415e-08,0.46494985631695346,-1.6554316338610842
R1_minus_R0,reconstruction,2026,0,2,13,R0,R1,6160,270,0.5906887457771642,0.6014719677862291,0.010783222009064897,0.1921292795916792,0.010783222009064897,0.009012845331159092,0.0017703434375182514,0.001770376677905805,-3.324038755359027e-08,0.005436282038468383,-0.01724072475969713
R1_minus_R0,reconstruction,2026,0,2,14,R0,R1,5577,2352,1.185926669629652,1.1983524147368163,0.012425745107164321,0.1921292795916792,0.012425745107164321,-0.12096037821382222,0.1333861468267683,0.13338612332098654,2.3505781765464917e-08,0.011932292086748765,-0.20941673429929997
R1_minus_R0,reconstruction,2026,0,2,15,R0,R1,8493,3139,1.226438691973378,1.2126103484734148,0.013828343499963314,0.1921292795916792,-0.013828343499963314,-0.008312838084437946,-0.0055155121689306474,-0.005515505415525368,-6.753405279447122e-09,0.013591761595979824,-0.33281703511764776
R1_minus_R0,reconstruction,2026,0,2,16,R0,R1,5331,5265,1.1483027701155994,1.1330430531099027,0.015259717005696727,0.1921292795916792,-0.015259717005696727,-0.16013828134449648,0.1448785760982092,0.14487856433879975,1.1759409446199243e-08,0.008601407413630502,-0.14650742618552326
R1_minus_R0,reconstruction,2026,0,2,17,R0,R1,5785,9475,1.671930618257813,1.6885626174606068,0.01663199920279368,0.1921292795916792,0.01663199920279368,-0.23507551259109283,0.2517074927977436,0.2517075117938865,-1.8996142880922662e-08,0.4088920657584244,-0.03168475874929391
R1_minus_R0,reconstruction,2026,0,2,18,R0,R1,6675,5453,1.98722638438581,2.003907516177974,0.016681131792164017,0.1921292795916792,0.016681131792164017,0.8383534687504557,-0.8216722691153306,-0.8216723369582917,6.784296102679832e-08,-0.466126519598285,0.36216591248550173
R1_minus_R0,reconstruction,2026,0,2,19,R0,R1,1876,821,1.579689853736404,1.596399329370865,0.016709475634461013,0.1921292795916792,0.016709475634461013,0.07475235946086212,-0.05804287786326512,-0.058042883826401104,5.9631359849987575e-09,0.010338030998942344,0.08554410955387415
R1_minus_R0,reconstruction,2026,0,2,20,R0,R1,5533,135,1.8077245214791884,1.79054016882556,0.017184352653628387,0.1921292795916792,-0.017184352653628387,-0.5897301015116596,0.5725458066271317,0.5725457488580312,5.7769100503257675e-08,0.34555192985606775,-0.5759947841766947
R1_minus_R0,reconstruction,2026,0,2,21,R0,R1,3713,2321,1.9581920603268508,1.940554781630538,0.01763727869631282,0.1921292795916792,-0.01763727869631282,0.23662317330962024,-0.2542604735890258,-0.25426045200593306,-2.1583092757460065e-08,-0.19679156579945678,0.3417227834869465
R1_minus_R0,reconstruction,2026,0,2,22,R0,R1,393,8493,1.5782855072880497,1.59833852422163,0.020053016933580192,0.1921292795916792,0.020053016933580192,0.21132071306238442,-0.19126768798977356,-0.19126769612880423,8.139030671650005e-09,-0.00017181247561697563,0.17486115591818913
R1_minus_R0,reconstruction,2026,0,2,23,R0,R1,1859,2466,1.4462849812687495,1.4693682721586967,0.023083290889947206,0.1921292795916792,0.023083290889947206,-0.29826862263966536,0.3213519090607191,0.32135191352961257,-4.468893477493907e-09,0.5183274879654138,-0.28014394648353913
R1_minus_R0,reconstruction,2026,0,2,24,R0,R1,8661,9873,2.0434805569077654,2.019878845866368,0.023601711041397522,0.1921292795916792,-0.023601711041397522,0.029629937020705377,-0.053231641450640604,-0.0532316480621029,6.611462294303649e-09,0.5485829389949103,0.027261157575071807
R1_minus_R0,reconstruction,2026,0,2,25,R0,R1,2318,393,0.06355226352776698,0.038751294360446734,0.024800969167320247,0.1921292795916792,-0.024800969167320247,-0.6603744865633077,0.6355735058667498,0.6355735173959874,-1.1529237675667048e-08,0.6878144028909494,-0.15140748995484857
R1_minus_R0,reconstruction,2026,0,2,26,R0,R1,5362,5708,-0.2991374861288801,-0.27370587059871837,0.02543161553016171,0.1921292795916792,0.02543161553016171,-0.28860306808341285,0.314034756581425,0.31403468361357456,7.296785042854026e-08,-9.313223355011447e-08,-0.30877479154862786
R1_minus_R0,reconstruction,2026,0,2,27,R0,R1,9873,4462,-1.3163026650972687,-1.3478506808293982,0.03154801573212951,0.1921292795916792,-0.03154801573212951,-0.23277636274192082,0.20122840555031685,0.2012283470097913,5.854052553821987e-08,1.3969843484436098e-07,-0.2332493225261377
R1_minus_R0,reconstruction,2026,0,2,28,R0,R1,2189,3495,1.6610422660732034,1.6276080321441233,0.03343423392908007,0.1921292795916792,-0.03343423392908007,-0.0478751741273995,0.014440967941101834,0.01444094019831943,2.7742782404693855e-08,0.22819428028528016,-0.06204195555992779
R1_minus_R0,reconstruction,2026,0,2,29,R0,R1,821,9034,0.5697685254561821,0.5278900127002005,0.041878512755981534,0.1921292795916792,-0.041878512755981534,-0.6736561773656637,0.6317776982955305,0.6317776646096822,3.368584833296495e-08,0.4069935422686348,-0.4143402015742362
R1_minus_R0,reconstruction,2026,0,2,30,R0,R1,8747,3758,1.665158922430479,1.7070899129925288,0.04193099056204974,0.1921292795916792,0.04193099056204974,0.34624971044451813,-0.3043187351142812,-0.3043187198824684,-1.523181281104513e-08,-0.38754937618564106,0.27367814774257054
R1_minus_R0,reconstruction,2026,0,2,31,R0,R1,3139,424,1.0793714894864972,1.1316420856040241,0.052270596117526935,0.1921292795916792,0.052270596117526935,-0.04680453531280104,0.0990751520766886,0.09907513143032798,2.06463606211571e-08,0.0029369982699591606,0.0032874902585255756
R1_minus_R0,reconstruction,2026,0,3,0,R0,R1,1179,5493,1.64915767618599,1.6509896211169541,0.0018319449309640579,0.213332995755953,0.0018319449309640579,0.5796585377494532,-0.5778265360225681,-0.5778265928184891,5.6795921077323896e-08,-0.5252668396722158,0.36658022756529896
R1_minus_R0,reconstruction,2026,0,3,1,R0,R1,3130,5084,1.8082628027594734,1.8055201307477098,0.0027426720117635917,0.213332995755953,-0.0027426720117635917,0.09746342474005276,-0.10020611797178952,-0.10020609675181635,-2.121997316750779e-08,0.13799608501306743,0.23067837300255872
R1_minus_R0,reconstruction,2026,0,3,2,R0,R1,4682,1660,1.5018178166312683,1.4990102123411155,0.0028076042901528098,0.213332995755953,-0.0028076042901528098,-0.21702373703270728,0.21421616446838548,0.21421613274255447,3.1725831017848094e-08,0.39918773949045283,-0.6107275466552592
R1_minus_R0,reconstruction,2026,0,3,3,R0,R1,9109,5525,1.8692832876749728,1.872490492814278,0.0032072051393052803,0.213332995755953,0.0032072051393052803,-0.043558708928590484,0.046765944669936055,0.046765914067895764,3.06020402907059e-08,0.024920428444403724,-0.004072281061649541
R1_minus_R0,reconstruction,2026,0,3,4,R0,R1,9967,121,0.5577109859726772,0.5610908510972586,0.003379865124581438,0.213332995755953,0.003379865124581438,0.3167161599585824,-0.31333627680400267,-0.31333629483400094,1.8029998272162118e-08,-0.3937819979717245,0.3296735196988682
R1_minus_R0,reconstruction,2026,0,3,5,R0,R1,7854,1933,1.8863620035613737,1.8829189067105319,0.0034430968508418758,0.213332995755953,-0.0034430968508418758,0.29773893002801355,-0.30118202909262665,-0.3011820268788554,-2.213771221892813e-09,-0.3253443999297391,0.27243169404207207
R1_minus_R0,reconstruction,2026,0,3,6,R0,R1,6380,7045,1.7681168331099355,1.7716579825042855,0.0035411493943500183,0.213332995755953,0.0035411493943500183,0.39306203413665886,-0.38952092287033174,-0.38952088474230884,-3.8128022905592474e-08,-0.18959830676614614,0.41618667129801235
R1_minus_R0,reconstruction,2026,0,3,7,R0,R1,7979,6525,1.8315574563552874,1.8359499600145277,0.0043925036592402655,0.213332995755953,0.0043925036592402655,1.2957939222590493,-1.2914013897813028,-1.291401418599809,2.8818506248029507e-08,-1.0263022177937595,1.1286454755216946
R1_minus_R0,reconstruction,2026,0,3,8,R0,R1,1524,5779,0.8986664496362747,0.8935635594345543,0.005102890201720389,0.213332995755953,-0.005102890201720389,-0.34342437571783613,0.33832150199711664,0.33832148551611574,1.6481000897350384e-08,0.3934631577433286,-0.4383063940553275
R1_minus_R0,reconstruction,2026,0,3,9,R0,R1,1353,9967,1.8195646004070585,1.8253381924296532,0.0057735920225947535,0.213332995755953,0.0057735920225947535,0.03378817888190122,-0.02801466872439673,-0.028014586859306467,-8.186509026231192e-08,0.032286897000377755,0.10660864379728001
R1_minus_R0,reconstruction,2026,0,3,10,R0,R1,5040,9722,1.6991861702603173,1.705147688625393,0.005961518365075635,0.213332995755953,0.005961518365075635,0.8067379812180606,-0.8007765236403681,-0.800776462852985,-6.07873831270922e-08,-0.4344799833530077,0.8217935808339554
R1_minus_R0,reconstruction,2026,0,3,11,R0,R1,3387,1353,1.2309341679301153,1.2232691127716797,0.00766505515843563,0.213332995755953,-0.00766505515843563,0.3991219027102799,-0.4067869932774204,-0.40678695786871555,-3.5408704857076145e-08,-0.28300079921457605,0.39369907709008656
R1_minus_R0,reconstruction,2026,0,3,12,R0,R1,4674,5815,0.5042332208775927,0.4960381087522785,0.008195112125314208,0.213332995755953,-0.008195112125314208,0.48241380561963565,-0.49060889894642545,-0.49060891774494986,1.879852440378471e-08,0.006365337709203093,0.46564146151968966
R1_minus_R0,reconstruction,2026,0,3,13,R0,R1,3194,3387,1.1746489600695833,1.1661860505831063,0.008462909486476988,0.213332995755953,-0.008462909486476988,0.18499695704227204,-0.19345991888323066,-0.19345986652874902,-5.235448163887213e-08,-0.6646964601388112,0.1575009029223835
R1_minus_R0,reconstruction,2026,0,3,14,R0,R1,5815,8491,1.2625633818397128,1.2725298470581656,0.009966465218452791,0.213332995755953,0.009966465218452791,0.500276987978969,-0.49031054911004257,-0.49031052276051623,-2.634952633862042e-08,-0.38075577857959186,0.4335551964265165
R1_minus_R0,reconstruction,2026,0,3,15,R0,R1,7807,7854,1.9221417237698561,1.933519724791399,0.01137800102154296,0.213332995755953,0.01137800102154296,0.35724773538265175,-0.3458697841234745,-0.3458697343611088,-4.976236572806769e-08,-0.4637324285473567,0.49000988997656075
R1_minus_R0,reconstruction,2026,0,3,16,R0,R1,4820,6393,1.2372565776494853,1.2504446940126024,0.01318811636311712,0.213332995755953,0.01318811636311712,0.1113760641810555,-0.0981879111395596,-0.09818794781793838,3.667837877863178e-08,-0.27489656298198883,0.06899188107359105
R1_minus_R0,reconstruction,2026,0,3,17,R0,R1,5493,5917,-0.3747267418990075,-0.35747798758802796,0.017248754310979553,0.213332995755953,0.017248754310979553,0.01284097069421275,0.004407736602396906,0.004407783616766803,-4.701436989718033e-08,4.6566092922615204e-08,0.02192885542105935
R1_minus_R0,reconstruction,2026,0,3,18,R0,R1,4346,8815,0.9634046581897014,0.9812982911551635,0.017893632965462092,0.213332995755953,0.017893632965462092,-0.48785447691910866,0.505748099769215,0.5057481098845708,-1.0115355775219825e-08,0.4045475902672606,-0.4479171272250434
R1_minus_R0,reconstruction,2026,0,3,19,R0,R1,7644,4918,1.7550961305320198,1.773185458897393,0.018089328365373136,0.213332995755953,0.018089328365373136,0.5187514590651956,-0.5006620936152099,-0.5006621306998225,3.70846126029889e-08,-0.714890643604447,0.6338023501615927
R1_minus_R0,reconstruction,2026,0,3,20,R0,R1,2018,5176,-0.011221912381191135,0.010124517042896427,0.021346429424087564,0.213332995755953,0.021346429424087564,-0.22581331177226183,0.24715982347099041,0.2471597411963494,8.227464101673299e-08,9.313223357787894e-08,-0.30314861833988466
R1_minus_R0,reconstruction,2026,0,3,21,R0,R1,9748,3736,1.6765075871914243,1.6547944103413952,0.02171317685002916,0.213332995755953,-0.02171317685002916,0.38832657780979174,-0.4100397729053128,-0.4100397546598209,-1.8245491895108046e-08,-0.49339545333048557,0.32191189368522494
R1_minus_R0,reconstruction,2026,0,3,22,R0,R1,7202,716,0.5714712037583667,0.548330048478258,0.02314115528010874,0.213332995755953,-0.02314115528010874,0.08029115077667681,-0.10343231398092256,-0.10343230605678555,-7.924137013226584e-09,0.0005114340239464662,0.07429902743309914
R1_minus_R0,reconstruction,2026,0,3,23,R0,R1,8231,1525,1.2351384782650814,1.2103937864811898,0.024744691783891604,0.213332995755953,-0.024744691783891604,-0.07472598146175446,0.04998131732881572,0.04998128967786286,2.7650952860724942e-08,0.2655614923972594,-0.1147764283400404
R1_minus_R0,reconstruction,2026,0,3,24,R0,R1,78,8231,0.8102301862318869,0.8417721553205516,0.03154196908866469,0.213332995755953,0.03154196908866469,-0.3275688147514919,0.3591107810375116,0.3591107838401566,-2.802645004962301e-09,0.40473925286094814,-0.22973706573229644
R1_minus_R0,reconstruction,2026,0,3,25,R0,R1,8658,4665,-0.13117151931788126,-0.163367049418616,0.032195530100734726,0.213332995755953,-0.032195530100734726,1.0382143583408094,-1.070409961732719,-1.070409888441544,-7.329117490684212e-08,-0.68342164746195,1.0241519956135903
R1_minus_R0,reconstruction,2026,0,3,26,R0,R1,3819,2231,0.485778915974833,0.5202152446837119,0.034436328708878916,0.213332995755953,0.034436328708878916,0.06660553453023921,-0.032169248018692365,-0.03216920582136029,-4.21973320730018e-08,0.0032967368640235495,0.0744650831006343
R1_minus_R0,reconstruction,2026,0,3,27,R0,R1,1660,5040,1.681273102499865,1.644725946041821,0.03654715645804396,0.213332995755953,-0.03654715645804396,-0.3121609613689942,0.27561385649392867,0.2756138049109502,5.1582978444209004e-08,0.18850462390639272,-0.23001953329248248
R1_minus_R0,reconstruction,2026,0,3,28,R0,R1,4665,8526,1.3810492490754498,1.3424295590980633,0.03861968997738652,0.213332995755953,-0.03861968997738652,0.9090381846130788,-0.9476578808051833,-0.9476578745904654,-6.214717962471639e-09,-1.0453649868692056,0.8150709693191939
R1_minus_R0,reconstruction,2026,0,3,29,R0,R1,7440,3220,1.6853450474631286,1.7244901381310693,0.039145090667940696,0.213332995755953,0.039145090667940696,0.2275874995807805,-0.18844239443899657,-0.1884424089128398,1.4473843235052186e-08,-0.2053840972281043,0.25112804989866494
R1_minus_R0,reconstruction,2026,0,3,30,R0,R1,5779,5518,0.4145333639785561,0.3729246082462172,0.04160875573233891,0.213332995755953,-0.04160875573233891,0.5059388746573945,-0.5475476558044918,-0.5475476303897334,-2.5414758408892624e-08,-0.680828564057405,0.43120754762777846
R1_minus_R0,reconstruction,2026,0,3,31,R0,R1,6393,6380,1.6828006851751938,1.6360854595500143,0.04671522562517949,0.213332995755953,-0.04671522562517949,0.7254965888126854,-0.772211839388706,-0.7722118144378649,-2.4950841059911966e-08,-0.8482343426622728,0.36484030646411175
R1_minus_R0,reconstruction,2026,0,3,32,R0,R1,8491,6345,1.0905100386804683,1.1410402012633392,0.05053016258287091,0.213332995755953,0.05053016258287091,-0.5409734442189533,0.5915036307285737,0.5915036068018242,2.3926749470604136e-08,0.6867241016296132,-0.44349229329564566
R1_minus_R0,reconstruction,2026,0,3,33,R0,R1,1861,882,-0.7409192912680668,-0.8161489646446674,0.07522967337660058,0.213332995755953,-0.07522967337660058,0.1962673178617762,-0.27149698612671047,-0.2714969912383768,5.111666312451746e-09,6.984920441449915e-07,0.2583792236241491
R1_minus_R0,reconstruction,2026,0,3,34,R0,R1,4458,1861,1.859917569749324,1.9508206670458017,0.09090309729647772,0.213332995755953,0.09090309729647772,0.2695662756726276,-0.17866320571699212,-0.17866317837614987,-2.7340842256862175e-08,-0.36420593008504976,0.2184495845191934
R1_minus_R0,reconstruction,2026,0,3,35,R0,R1,3129,3194,1.0305583284377633,1.1569995953467263,0.12644126690896296,0.213332995755953,0.12644126690896296,0.6045445657719042,-0.478103326326625,-0.47810329886294123,-2.7463683771600245e-08,-0.3936645096627229,0.586800186598879
R1_minus_R0,reconstruction,2026,0,4,0,R0,R1,8452,8452,1.417542165585009,1.4404055382810705,0.022863372696061646,0.1498099902774918,0.022863372696061646,-0.37570389632688395,0.3985672246657177,0.3985672690229456,-4.435722789075669e-08,0.2870865224495587,-0.464146597403277
R1_minus_R0,reconstruction,2026,0,4,1,R0,R1,6074,223,0.9037223796712488,0.9567276119641636,0.05300523229291476,0.1498099902774918,0.05300523229291476,-0.07069289307525306,0.12369816299754266,0.12369812536816782,3.7629374838310525e-08,0.00887928844770751,-0.11543227397910485
R1_minus_R0,reconstruction,2026,0,5,0,R0,R1,3466,4160,1.6952725420556263,1.6975452075204918,0.0022726654648654865,0.13010360630219683,0.0022726654648654865,-0.06318409736397435,0.0654566869735086,0.06545676282883983,-7.585533123855015e-08,-0.1717834080929846,-0.07093660243303537
R1_minus_R0,reconstruction,2026,0,5,1,R0,R1,699,9348,1.7847109548438975,1.8217463795863076,0.03703542474241006,0.13010360630219683,0.03703542474241006,-0.22246123395920403,0.2594966211860218,0.2594966587016141,-3.7515592299364187e-08,0.19752434390541732,-0.20817109936935774
R1_minus_R0,reconstruction,2026,0,5,2,R0,R1,3017,9289,-0.2040155207957047,-0.16254148134472446,0.041474039450980243,0.13010360630219683,0.041474039450980243,0.12304557434328611,-0.08157157493836209,-0.08157153489230587,-4.0046056221099136e-08,1.0710217328509495e-06,0.0838509799056597
R1_minus_R0,reconstruction,2026,0,5,3,R0,R1,9856,5867,1.5513238194435632,1.6052697873260622,0.053945967882498946,0.13010360630219683,0.053945967882498946,-0.1447680075089992,0.19871390466761407,0.19871397539149815,-7.072388408246866e-08,0.3212549486009231,-0.012947428221828141
R1_minus_R0,reconstruction,2026,0,6,0,R0,R1,4066,9660,-0.06319614046999127,-0.06646960404235086,0.0032734635723595945,0.20882780087908173,-0.0032734635723595945,0.3300768835940784,-0.33335035653221023,-0.33335034716643797,-9.365772268843386e-09,-6.519258775177473e-07,0.27526556299681426
R1_minus_R0,reconstruction,2026,0,6,1,R0,R1,8425,8916,0.1721210637610376,0.17557248855670154,0.003451424795663932,0.20882780087908173,0.003451424795663932,-0.1447610430515196,0.14821244313027337,0.14821246784718353,-2.4716910157485117e-08,5.122274990517958e-07,-0.15507804886038326
R1_minus_R0,reconstruction,2026,0,6,2,R0,R1,762,6586,0.08295114215601053,0.09553309800209332,0.012581955846082793,0.20882780087908173,0.012581955846082793,-0.3174533674383353,0.33003533613306457,0.3300353232844181,1.2848646480101422e-08,8.381899455486369e-07,-0.11733390089650668
R1_minus_R0,reconstruction,2026,0,6,3,R0,R1,8781,542,1.0871527751696863,1.1005907937991273,0.01343801862944094,0.20882780087908173,0.01343801862944094,-0.12939168165636605,0.14282968794248552,0.142829700285807,-1.2343321476038227e-08,0.40102028730374395,-0.1363143831173757
R1_minus_R0,reconstruction,2026,0,6,4,R0,R1,2549,1135,2.0312388798724843,2.0456972434667544,0.014458363594270107,0.20882780087908173,0.014458363594270107,-0.6715996481544235,0.6860579769712766,0.6860580117486936,-3.477741705726345e-08,0.43475217672336847,-0.9375965691050603
R1_minus_R0,reconstruction,2026,0,6,5,R0,R1,4767,6892,1.347955765157359,1.3652843735971345,0.01732860843977546,0.20882780087908173,0.01732860843977546,-1.2138332264876475,1.2311618054987055,1.231161834927423,-2.9428717462920417e-08,0.6835356681865994,-1.1001801019770132
R1_minus_R0,reconstruction,2026,0,6,6,R0,R1,2584,9550,0.649043329377124,0.6677692403794424,0.018725911002318463,0.20882780087908173,0.018725911002318463,-0.15240113194861538,0.17112702797253831,0.17112704295093384,-1.4978395523890242e-08,0.008370980322404532,-0.26270004118931733
R1_minus_R0,reconstruction,2026,0,6,7,R0,R1,5962,7606,0.20997664994719706,0.2357668643517623,0.025790214404565248,0.20882780087908173,0.025790214404565248,0.058827241179631784,-0.03303701393634162,-0.033037026775066536,1.2838724916530708e-08,3.259629842675753e-07,-0.10655705813613829
R1_minus_R0,reconstruction,2026,0,6,8,R0,R1,2072,2613,1.0628496207978302,1.117205477490279,0.05435585669244891,0.20882780087908173,0.05435585669244891,-0.02409547255689315,0.07845135712376372,0.07845132924934206,2.7874421659745963e-08,0.004734822995191733,-0.24589856523150916
R1_minus_R0,reconstruction,2026,0,6,9,R0,R1,5370,9693,0.9005612665616448,0.8326291803429675,0.0679320862186773,0.20882780087908173,-0.0679320862186773,-0.5884049199607162,0.5204728035408599,0.5204728337420389,-3.02011790020984e-08,-0.0004113860560905899,-0.5416916928834281
R1_minus_R0,reconstruction,2026,0,6,10,R0,R1,9055,728,-0.393218220891444,-0.2761904577771241,0.1170277631143199,0.20882780087908173,0.1170277631143199,-0.3798933916292202,0.49692113220137335,0.4969211547435401,-2.254216674435483e-08,0.0,-0.21320661258724855
R1_minus_R0,reconstruction,2026,0,6,11,R0,R1,8160,8923,0.730319716894366,0.5796641979188125,0.15065551897555352,0.20882780087908173,-0.15065551897555352,-0.22171984488656848,0.07106428507208218,0.07106432591101497,-4.0838932791054106e-08,0.006977469516805932,-0.20732654627288416
R1_minus_R0,reconstruction,2026,0,6,12,R0,R1,8270,1483,-2.778684073953875,-2.5891005488443963,0.18958352510947885,0.20882780087908173,0.18958352510947885,-0.2622940066468118,0.4518775408180238,0.45187753175629064,9.061733141635386e-09,-4.6566099416688704e-07,-0.28821690769129965
R1_minus_R0,reconstruction,2026,0,8,0,R0,R1,5457,6395,2.02223425083671,2.0240993560532936,0.0018651052165834514,0.15450878816993288,0.0018651052165834514,-1.0398088823904479,1.0416740013853008,1.0416739876070313,1.3778269414288502e-08,0.6380025312153398,-0.9691858742324199
R1_minus_R0,reconstruction,2026,0,8,1,R0,R1,2790,3630,2.2261234579261813,2.22270425843356,0.00341919949262115,0.15450878816993288,-0.00341919949262115,-1.3699185353424577,1.366499376365636,1.3664993358498365,4.051579938213479e-08,1.0682744944640394,-1.305158533987818
R1_minus_R0,reconstruction,2026,0,8,2,R0,R1,4651,8501,1.1611786497439318,1.1658012804187228,0.004622630674790962,0.15450878816993288,0.004622630674790962,0.12316308079208094,-0.11854045751725306,-0.11854045011728997,-7.399963086740513e-09,0.010070757712337376,0.2274355092356052
R1_minus_R0,reconstruction,2026,0,8,3,R0,R1,9697,3625,2.021217411138763,2.016342667753392,0.004874743385371083,0.15450878816993288,-0.004874743385371083,-0.9174264316904315,0.9125517318223397,0.9125516883050604,4.351727933560312e-08,0.4360021974422909,-1.1135678606852295
R1_minus_R0,reconstruction,2026,0,8,4,R0,R1,1271,8581,0.810454643520924,0.8177079528928703,0.007253309371946348,0.15450878816993288,0.007253309371946348,0.006726799164816999,0.0005265156536320426,0.0005265102071293493,5.44650269329594e-09,0.006316144867117697,-0.1282786206772474
R1_minus_R0,reconstruction,2026,0,8,5,R0,R1,5892,3871,1.039752363362981,1.0516837747987502,0.011931411435769146,0.15450878816993288,0.011931411435769146,-0.5251529229919636,0.5370843415096154,0.5370843344277327,7.081882635873171e-09,0.2960716485391388,-0.48548350351664515
R1_minus_R0,reconstruction,2026,0,8,6,R0,R1,7088,6718,1.6662427048991442,1.6511027828358285,0.015139922063315714,0.15450878816993288,-0.015139922063315714,-0.03579867179444074,0.0206587577327767,0.020658749731125026,8.001651674582888e-09,0.19223304055208437,-0.08372438080600099
R1_minus_R0,reconstruction,2026,0,8,7,R0,R1,7307,6125,1.4408141490097333,1.40889785122389,0.03191629778584315,0.15450878816993288,-0.03191629778584315,-0.32040342415939316,0.28848709232502356,0.28848712637355,-3.4048526442731486e-08,0.2926563373957225,-0.32543837575561474
R1_minus_R0,reconstruction,2026,0,8,8,R0,R1,1369,2996,0.7455206606372774,0.7010750377346077,0.044445622902669735,0.15450878816993288,-0.044445622902669735,-0.38857804450333555,0.3441324369308767,0.3441324216006658,1.5330210878516937e-08,0.0038151880473512104,-0.38799037558836635
R1_minus_R0,reconstruction,2026,0,8,9,R0,R1,9412,9343,0.9698359462592492,1.0148641701272236,0.04502822386797445,0.15450878816993288,0.04502822386797445,0.16950200005329252,-0.12447371370692673,-0.12447377618531807,6.247839134942978e-08,-0.3880039747249799,0.10997553282388402
R1_minus_R0,reconstruction,2026,0,8,10,R0,R1,5814,7320,1.4801111645059295,1.52666945245855,0.046558287952620514,0.15450878816993288,0.046558287952620514,-0.16889645676035236,0.21545478360452364,0.21545474471297288,3.889155075764705e-08,0.15441729107677502,0.3206057905650727
R1_minus_R0,reconstruction,2026,0,8,11,R0,R1,2893,6541,1.8004067674514082,1.7519896449730252,0.048417122478382923,0.15450878816993288,-0.048417122478382923,0.7428048764461963,-0.7912219169537659,-0.7912219989245792,8.19708133592556e-08,-0.2854706892440291,0.45273149617841324
R1_minus_R0,reconstruction,2026,0,8,12,R0,R1,2511,8653,-0.2334391897631165,-0.17276571889013267,0.06067347087298383,0.15450878816993288,0.06067347087298383,-0.2562211306332709,0.31689454286202423,0.3168946015062547,-5.864423047174938e-08,2.3283057301248472e-07,-0.18267559075730125
R1_minus_R0,reconstruction,2026,0,8,13,R0,R1,815,4910,1.447928582515656,1.3601136803615017,0.08781490215415433,0.15450878816993288,-0.08781490215415433,-0.3230250339891154,0.23521010525857755,0.2352101318349611,-2.6576383538312598e-08,0.2898242427455866,-0.3337179448130451
R1_minus_R0,reconstruction,2026,0,8,14,R0,R1,4807,1407,1.458020840179755,1.555942017260091,0.0979211770803361,0.15450878816993288,0.0979211770803361,-0.0616029733490886,0.15952413944317623,0.1595241504294247,-1.0986248466515747e-08,0.19013301305166366,0.21362264765569972
R1_minus_R0,reconstruction,2026,0,8,15,R0,R1,1311,7033,1.1172236533890612,1.2496486689862853,0.1324250155972242,0.15450878816993288,0.1324250155972242,-0.24237371750247627,0.37479872395660974,0.37479873309970047,-9.143090728969128e-09,0.006021495976236109,-0.2766917512134226
R1_minus_R0,reconstruction,2026,1,0,0,R0,R1,1664,6717,0.8444760476893484,0.8437855840549666,0.0006904636343817439,0.1613106295166681,-0.0006904636343817439,-0.12340366435859806,0.12271319647886991,0.12271320072421632,-4.2453464077496506e-09,0.013830052268593454,-0.2192451671345545
